Tweet,Keywords,Date,User,Source,Tweet_Id,Tweet_URL
@bookbimbo That's awesome.  I'm somewhere in season 2 of the original and I started the first episode of the Netflix version but Miles had other plans.,Netflix,2020-07-05 14:26:23,DanSchwent,Twitter Web App,1279783691351461888,https://twitter.com/statuses/1279783691351461888
@IronGlaze86 Sweet I’ve been watching designated survivor on Netflix,Netflix,2020-07-05 14:26:23,Commander_Peep,Twitter for iPhone,1279783691271770113,https://twitter.com/statuses/1279783691271770113
omg Cobra Kai is moving to Netflix!!,Netflix,2020-07-05 14:26:24,DRE3K,Twitter Web App,1279783695688388610,https://twitter.com/statuses/1279783695688388610
hey @netflix ? why is something called “The Indian in the Cupboard” coming to Canadian netflix next month? looks highly offensive to me 💌,Netflix,2020-07-05 14:26:26,_impeachme,Twitter for iPhone,1279783704009650176,https://twitter.com/statuses/1279783704009650176
"Yes, Drive to survive on @netflix ropes me into the F1 story and I’m now here. So fuck Verstappen for not kneeling too.",Netflix,2020-07-05 14:26:27,blaxem,Twitter for iPhone,1279783708128665601,https://twitter.com/statuses/1279783708128665601
The 10 most popular movies on Netflix for the month of June have been revealed...and two of these movies have received a rare 0% on Rotten Tomatoes! https://t.co/bozZGQbgXt,Netflix,2020-07-05 14:26:30,JustJared,TweetDeck,1279783718274637824,https://twitter.com/statuses/1279783718274637824
"HBO : The leftovers 
NETFLIX : Midunter 
AMC : Breaking bad 
BBC : Sherlock 
FX : SOA 
FOX : Gotham 
NBC : Blacklist 
CW : The 100 
UN : The Sinner 
ST : Dexter 
رأيي الشخصي",Netflix,2020-07-05 14:26:30,no4i_,Twitter for iPhone,1279783719021223936,https://twitter.com/statuses/1279783719021223936
@riseofreylo my fave marvel netflix couple 😊,Netflix,2020-07-05 14:26:32,bensolo4life,Twitter Web App,1279783726252060672,https://twitter.com/statuses/1279783726252060672
@joshuawongcf Keep on fighting for HK freedoms. I've always been a fan of yours since watching your Netflix documentary.,Netflix,2020-07-05 14:26:33,formosanafro,Twitter Web App,1279783732820525057,https://twitter.com/statuses/1279783732820525057
"@salmous NEW PRICELIST‼️

[JUAL BELI NETFLIX, VIU, SPOTIFY, NORD VPN MURAH]

Testi cek pinned😊

READY BANYAK YAA‼️

GRAB IT FAST‼️ https://t.co/AjYSiX1SZU",Netflix,2020-07-05 14:26:35,urfavperson16,Twitter for iPhone,1279783738948251648,https://twitter.com/statuses/1279783738948251648
My Netflix isn't working 🤢,Netflix,2020-07-05 14:26:36,CharMufandie,Twitter for Android,1279783746095452160,https://twitter.com/statuses/1279783746095452160
@hippieripperr Charay sakin netflix lang at lunok laway!  😂😂😂,Netflix,2020-07-05 14:26:37,MeowChu27,Twitter for Android,1279783747223605248,https://twitter.com/statuses/1279783747223605248
It really is amazing.,,2020-07-05 14:26:37,emilyelizabeth1,Twitter for iPhone,1279783747940999170,https://twitter.com/statuses/1279783747940999170
Let me Netflix 🤣🤣🤣,Netflix,2020-07-05 14:26:39,Saintkat1,Twitter for iPhone,1279783756438659073,https://twitter.com/statuses/1279783756438659073
@PrincessAngell_ Netflix and Chill wasn’t bad,Netflix,2020-07-05 14:26:41,amiraliela,Twitter for iPhone,1279783766727241728,https://twitter.com/statuses/1279783766727241728
"NETFLIX ACCOUNTS FOR SALE PH

FULL WARRANTY

🥀1 MONTH
     — P240   Solo       
     — P90     Shared 

🥀3 MONTHS
      — P200 Shared 
      — P650 Solo 

MOP: GCash, Load+

📩Visit @niallerprems  for orders/proofs.

tags: cheap affordable netflix premium philippines https://t.co/pX7ksZHloX",Netflix,2020-07-05 14:26:41,NIALLERPREMS2,TweetDeck,1279783766303502336,https://twitter.com/statuses/1279783766303502336
"NETFLIX PRIVATE 40K

✅ 4 PROFILE
✅ ULTRA HD
✅ OFFLINE & DOWNLOAD
✅ READY! DM FOR ORDER

t jual netflix murah sharing private anti onhold bergaransi reseller",Netflix,2020-07-05 14:26:43,itssallaris,twittbot.net,1279783774650200068,https://twitter.com/statuses/1279783774650200068
”Knives Out” isn't available on Netflix,Netflix,2020-07-05 14:26:44,nifemibrown_,Twitter for iPhone,1279783779708686337,https://twitter.com/statuses/1279783779708686337
netflix + food (wbae),Netflix,2020-07-05 14:26:45,araujoelisa1,Twitter for iPhone,1279783782019674112,https://twitter.com/statuses/1279783782019674112
"You people REALLY OVERRATE Netflix sha. For every 5 good movies they make, I can assure you there are 20 terrible ones.

Recently Last Days of American crime came out and 2020 is still recovering from how BAD it is.

So imagine thinking Nigerian movies shouldn't have a chance",Netflix,2020-07-05 14:26:49,Cartha_of_CFC,Twitter for Android,1279783799593799682,https://twitter.com/statuses/1279783799593799682
NETFLIX FINALLY LISTENED and now we can remove series or movies we don’t want in our “Continue to watch” list!!!!! https://t.co/A4NdFTAuhP,Netflix,2020-07-05 14:26:50,dumbledar,Twitter for iPhone,1279783802731065344,https://twitter.com/statuses/1279783802731065344
"season 2 #WarriorNun @netflix 
oh! and that plot 😏 https://t.co/dbWStBWPk4",Netflix,2020-07-05 14:26:50,kAt1128Bp,Twitter for iPhone,1279783803829972992,https://twitter.com/statuses/1279783803829972992
Erm why?,,2020-07-05 14:26:51,0_politics2,Twitter for iPhone,1279783807613353987,https://twitter.com/statuses/1279783807613353987
"NETFLIX ANTI ON HOLD NYA READY LOH DIJAMIN FASTRESP😆🔥

📍SHARING 30k 📍PRIVATE 100k

wtb wts jual beli mau pengen wattpad viu spotify perpanjang  unfold vsco fullpack preset lightroom nichi tezza youtube open rs app premium  murah reseller https://t.co/pNGXTh1YMs",Netflix,2020-07-05 14:26:51,peachywinz,Twitter for iPhone,1279783807911030784,https://twitter.com/statuses/1279783807911030784
"my weekend binge has been Netflix’s DARK- I’m currently 2/3 through- & I’m enamored by how audaciously it’s helmers savor and embellish the close-up, especially considering they have characters casted with different actors across three time periods. https://t.co/VPdnOIv2BH",Netflix,2020-07-05 14:26:51,marcoglinbizzi,Twitter for iPhone,1279783807730712577,https://twitter.com/statuses/1279783807730712577
@netflix do your thing!,Netflix,2020-07-05 14:26:52,LilRacing_,Twitter for iPhone,1279783809299427329,https://twitter.com/statuses/1279783809299427329
Wonho netflix *DUNDUNG* sound effect damn cute akasjsbxj but cannot even record LOL,Netflix,2020-07-05 14:26:52,UbaidahMaknae,Twitter for Android,1279783812004642816,https://twitter.com/statuses/1279783812004642816
@NetflixIndia that moment when you find netflix shows in telegram.,Netflix,2020-07-05 14:26:56,SweetyRavi143,Twitter for Android,1279783827712294913,https://twitter.com/statuses/1279783827712294913
Can’t find a working credit card to have a Netflix account the frustration is real,Netflix,2020-07-05 14:26:59,JeeBilkul,Twitter for iPhone,1279783840551182338,https://twitter.com/statuses/1279783840551182338
netflix 1 month shared account sold https://t.co/HQKkiFzjkd,Netflix,2020-07-05 14:26:59,ntflxaccounts,Twitter for Android,1279783842509963264,https://twitter.com/statuses/1279783842509963264
find me a nick to my april pls thank u,,2020-07-05 14:27:03,mabescarson,Twitter for iPhone,1279783858284740611,https://twitter.com/statuses/1279783858284740611
"NETFLIX ACCOUNTS FOR SALE PH

FULL WARRANTY

🥀1 MONTH
     — P240   Solo       
     — P90     Shared 

🥀3 MONTHS
      — P200 Shared 
      — P650 Solo 

MOP: GCash, Load+

📩Visit @niallerprems  for orders/proofs.

tags: cheap affordable netflix premium philippines https://t.co/ecKFPLz3Fh",Netflix,2020-07-05 14:27:03,niallerprems3,TweetDeck,1279783858209124355,https://twitter.com/statuses/1279783858209124355
@Netflix HushPuppi deserves his own TV series like you did for Pablo with Narcos.,Netflix,2020-07-05 14:27:05,EltonAfuah,Twitter Web App,1279783867445121024,https://twitter.com/statuses/1279783867445121024
@agarcia_tgn Netflix,Netflix,2020-07-05 14:27:06,JoseHGar,Twitter for Android,1279783868472668165,https://twitter.com/statuses/1279783868472668165
@SNMichaud Watched it having never watched a full race. Now I’m hooked. Every sports league should do a Netflix special.,Netflix,2020-07-05 14:27:09,LeBradJames,Twitter for iPhone,1279783882716516354,https://twitter.com/statuses/1279783882716516354
"@namjhyuns Yeah, I don't watch on those sites. I thought it was coming to Netflix but still not listed on the coming soon page. https://t.co/APqHYoFnJa",Netflix,2020-07-05 14:27:09,OneKdramaMomma,Twitter for Android,1279783882909310977,https://twitter.com/statuses/1279783882909310977
"@fuckincts gopay

https://t.co/LzkROZojCp",,2020-07-05 14:27:11,soodamft,Twitter for Android,1279783891583119360,https://twitter.com/statuses/1279783891583119360
"I am like the worst witch 😭😭 the book and Netflix series ""worst witch""? That about me",Netflix,2020-07-05 14:27:14,kacchanfilms,Twitter for Android,1279783905357213698,https://twitter.com/statuses/1279783905357213698
Twister is on Netflix!!!!! I love that movie!!,Netflix,2020-07-05 14:27:16,SoMagNIKKficent,Twitter for iPhone,1279783910940069889,https://twitter.com/statuses/1279783910940069889
finished watching f is for family a month ago im missing it like made. most under rated show on the planet #FIsForFamily @netflix,Netflix,2020-07-05 14:27:18,tobyemmitt,Twitter for iPhone,1279783920192675840,https://twitter.com/statuses/1279783920192675840
"NEW PRICELIST‼️

[JUAL BELI NETFLIX, VIU, SPOTIFY, NORD VPN MURAH]

Testi cek pinned😊

READY BANYAK YAA‼️

GRAB IT FAST‼️ https://t.co/lfTpCZ4WqI",Netflix,2020-07-05 14:27:19,urfavperson16,Twitter for iPhone,1279783922700713985,https://twitter.com/statuses/1279783922700713985
"Keep talking, I see why nuff of wunna does get dickdown only to microwave popcorn and Netflix",Netflix,2020-07-05 14:27:19,Ren_isRen,Twitter for Android,1279783923988529152,https://twitter.com/statuses/1279783923988529152
What should I watch on netflix,Netflix,2020-07-05 14:27:22,baselinekth,Twitter for Android,1279783938056126464,https://twitter.com/statuses/1279783938056126464
I WANT THE BREAK UP BACK ON NETFLIX PH PLS 😭,Netflix,2020-07-05 14:27:23,bbaniston,Twitter for iPhone,1279783940224544768,https://twitter.com/statuses/1279783940224544768
@IsadoraBriony He has a comedy special on Netflix I watched a few months back.,Netflix,2020-07-05 14:27:23,hMactic,Twitter for iPhone,1279783942284103680,https://twitter.com/statuses/1279783942284103680
"I’ve been watching this Kdrama in Netflix, It’s okay not to be okay. I like how the character Seo Ye-Ji confuses you into liking her or hating her.",Netflix,2020-07-05 14:27:24,karlaredor,Twitter for iPhone,1279783943420522496,https://twitter.com/statuses/1279783943420522496
"@PokeliYT Its REALLY good! And the English dub is super! Its on Netflix, 12 episodes. Season 2 coming in 2021~",Netflix,2020-07-05 14:27:27,Mucrush,Twitter for iPhone,1279783956674686977,https://twitter.com/statuses/1279783956674686977
I SPENT WAY TOO LONG ON A NETFLIX THEMED CARRD PLEASE LOOK AT IT I BEG OF YOU,Netflix,2020-07-05 14:27:27,officersIater,Twitter for iPhone,1279783957165486082,https://twitter.com/statuses/1279783957165486082
It's really fucking funny how Netflix made Chernobyl and about a couple months later the US would go through an entirely preventable disaster created to protect those in power who handled it incompetently,Netflix,2020-07-05 14:27:28,bluegrass_red,Twitter for Android,1279783963788279811,https://twitter.com/statuses/1279783963788279811
Netflix founder gives $120 million for US black college scholarships |  ABS-CBN News https://t.co/9SJ66JEymY,Netflix,2020-07-05 14:27:29,OsiangRica,Twitter for iPhone,1279783964987686912,https://twitter.com/statuses/1279783964987686912
"it's not the budget. It's the scripting. Look at the movie 'Atlantic/atlantico'  on Netflix, that movie touched my soul because of how great the scripting, acting and soundtrack was. We are always focusing on Hollywood, let's compare with other African countries.",Netflix,2020-07-05 14:27:29,Folabokay_Akin,Twitter for Android,1279783967055634432,https://twitter.com/statuses/1279783967055634432
"Netflix Solo
📌250 PHP
-Full Warranty
-Less Hold
-Ultra HD
-4Devices, 5Profiles

Netflix Shared
📌50 PHP
-Full Warranty
-Less Hold
-Ultra HD

📍MOP: Gcash, 7/11, Load (+30)c https://t.co/GxngCJHKnH",Netflix,2020-07-05 14:27:32,JNetflixAccs,Twitter for Android,1279783979185364993,https://twitter.com/statuses/1279783979185364993
he’s going through his netflix list 😔,Netflix,2020-07-05 14:27:32,sweetenerkyuns,Twitter for iPhone,1279783981010104321,https://twitter.com/statuses/1279783981010104321
"🌈OPEN ORDER🌈
Premium Apps
💯Netflix
💯Viu
💯Spotify
💯WeTv
💯Youtube
💯Disney+
💯Apple Music
💯Wattpad

👍TRUSTED
👍LEGAL
👍GARANSI

18 jual netflix Spotify viu dimana murah iflix youtube premium ada yg apple music garansi resseller beli langganan pengen
https://t.co/d5rQKz7xu7",Netflix,2020-07-05 14:27:33,bhngsathh_,Twitter for Android,1279783983044149248,https://twitter.com/statuses/1279783983044149248
"If he didn’t give you his Netflix password, it wasn’t real",Netflix,2020-07-05 14:27:35,livingdeadmaude,Twitter for iPhone,1279783991793549324,https://twitter.com/statuses/1279783991793549324
Netflix??,Netflix,2020-07-05 14:27:36,mariakatsme,Twitter for Android,1279783994662572034,https://twitter.com/statuses/1279783994662572034
"NETFLIX SHARED!!

-50PHP ONLY
-WITH OR WITHOUT PIN
-FULL WARRANTY

MOP: Gcash, 7/11, Load (+30) https://t.co/MmTJhK53eq",Netflix,2020-07-05 14:27:37,JNetflixAccs,Twitter for Android,1279784000878309378,https://twitter.com/statuses/1279784000878309378
@SpinnMovieSpot Do a HBO vs AMC vs Netflix Series,Netflix,2020-07-05 14:27:38,Toba7,Twitter for Android,1279784003508359169,https://twitter.com/statuses/1279784003508359169
"I know many of you are looking for things to do tonight, so if you are may I suggest literally anything else than watching 365 DAYS on Netflix

I will never get those 2 hours of my life back",Netflix,2020-07-05 14:27:39,MeredithIreland,Twitter for iPhone,1279784010269560832,https://twitter.com/statuses/1279784010269560832
NETFLIX #ultraman #tokyomx,Netflix,2020-07-05 14:27:42,freeeier,Tween,1279784021380132864,https://twitter.com/statuses/1279784021380132864
netflix-isang mucho mode,Netflix,2020-07-05 14:27:46,kimpotfranco,Twitter for iPhone,1279784036265672707,https://twitter.com/statuses/1279784036265672707
“If you can’t afford to pay to Netflix personally you can’t criticize Nollywood movies”,Netflix,2020-07-05 14:27:47,funanyachukwu,Twitter for iPhone,1279784040120320003,https://twitter.com/statuses/1279784040120320003
"Yes, Drive to survive on @netflix roped me into the F1 story and I’m now here. So fuck Verstappen for not kneeling too.",Netflix,2020-07-05 14:27:47,blaxem,Twitter for iPhone,1279784042699857923,https://twitter.com/statuses/1279784042699857923
"@RantsPakistani Hmmm story achi ha Netflix ko sale kar do ya documentary bana lo award be mil jaye ga 🤔 
B grade movies k writers sa inspired ho k likhi hai ye story b ?",Netflix,2020-07-05 14:27:49,Bend_the_kneee,Twitter for iPhone,1279784049649651713,https://twitter.com/statuses/1279784049649651713
"I did it in one day! 😍

If I didn’t have BSC and Sweet Valley Kids, I wouldn’t have fallen in love with going to the library every weekend. Even before I had a library card, my sister and I used to visit this bookstore that rented out books just to get more of the series.",,2020-07-05 14:27:51,selenehikari,Twitter for iPhone,1279784058059239430,https://twitter.com/statuses/1279784058059239430
"PAY NOW. GET NOW!!! 

‼️SPOTIFY 3 months = 45
✔️full warranty
✔️changeable password

‼️netflix premium SHARED
3 months & 20 days = 160
✔️full warranty
✔️no hold/ wipeout
✔️gc method 

💸MOP: GCASH
 https://t.co/K0cguCYkMV",Netflix,2020-07-05 14:27:52,premiumacctsph_,Twitter for Android,1279784062236782592,https://twitter.com/statuses/1279784062236782592
